sample,best available identification,reads/400,,,,
B1308,Finegoldia,13,,,,
B1308,Mobiluncus,1,,,,
B1308,Neisseria,1,,,,
B1308,Novosphingobium,1,,,,
B1308,Paenibacillaceae,1,,,,
B1308,Pasteurellaceae,1,,,,
B1308,Peptoniphilus,10,,,,
B1308,Peptoniphilus,2,,,,
B1308,Peptoniphilus,3,,,,
B1308,Peptostreptococcus,4,,,,
B1308,Porphyromonas,5,,,,
B1308,Prevotella,4,,,,
B1308,Prevotella,43,,,,
B1308,Rhodococcus,1,,,,
B1308,Sphingomonas,2,,,,
B1308,Staphylococcus,1,,,,
B1308,Staphylococcus,1,,,,
B1308,Staphylococcus,60,,,,
B1308,unidentified,1,,,,
B1308,unidentified,1,,,,
B1308,unidentified,1,,,,
B1308,unidentified,1,,,,
B1308,unidentified,1,,,,
B1308,unidentified,6,,,,
B1308,unidentified,7,,,,
B1308,Veillonellaceae,6,,,,
B1310,Actinobacteridae,1,,,,
B1310,Actinobacteridae,4,,,,
B1310,Actinomyces,2,,,,
B1310,Actinomycetaceae,3,,,,
B1310,Aerococcaceae,11,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,1,,,,
B1310,Anaerococcus,10,,,,
B1310,Anaerococcus,2,,,,
B1310,Anaerococcus,21,,,,
B1310,Anaerococcus,3,,,,
B1310,Anaerococcus,3,,,,
B1310,Bacteroidetes,1,,,,
B1310,Bacteroidetes,1,,,,
B1310,Bacteroidetes,1,,,,
B1310,Bacteroidetes,1,,,,
B1310,Bacteroidetes,16,,,,
B1310,Bacteroidetes,3,,,,
B1310,Branhamella,2,,,,
B1310,Brevundimonas,1,,,,
B1310,Campylobacter,8,,,,
B1310,Clostridia,4,,,,
B1310,Clostridiales,1,,,,
B1310,Clostridiales,2,,,,
B1310,Clostridiales,2,,,,
B1310,Clostridiales,3,,,,
B1310,Clostridiales,4,,,,
B1310,Clostridiales,5,,,,
B1310,Clostridiales,5,,,,
B1310,Clostridiales,50,,,,
B1310,Comamonadaceae,1,,,,
B1310,Corynebacterineae,2,,,,
B1310,Corynebacterineae,24,,,,
B1310,Corynebacterium,19,,,,
B1310,Dermabacter,1,,,,
B1310,Dialister,5,,,,
B1310,Finegoldia,11,,,,
B1310,Firmicutes,1,,,,
B1310,Helcococcus,1,,,,
B1310,Ignavigranum,3,,,,
B1310,Lachnospiraceae,1,,,,
B1310,Methanobrevibacter,2,,,,
B1310,Microbacteriaceae,1,,,,
B1310,Microbacteriaceae,5,,,,
B1310,Mobiluncus,1,,,,
B1310,Mobiluncus,8,,,,
B1310,Peptococcus,1,,,,
B1310,Peptococcus,11,,,,
B1310,Peptoniphilus,1,,,,
B1310,Peptoniphilus,1,,,,
B1310,Peptoniphilus,1,,,,
B1310,Peptoniphilus,18,,,,
B1310,Peptoniphilus,4,,,,
B1310,Peptoniphilus,7,,,,
B1310,Porphyromonadaceae,4,,,,
B1310,Porphyromonas,1,,,,
B1310,Porphyromonas,1,,,,
B1310,Porphyromonas,5,,,,
B1310,Prevotella,3,,,,
B1310,Rothia,1,,,,
B1310,Rubrobacteraceae,1,,,,
B1310,Staphylococcus,13,,,,
B1310,Streptococcus,1,,,,
B1310,Streptococcus,2,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,1,,,,
B1310,unidentified,33,,,,
B1310,unidentified,4,,,,
B1310,unidentified,6,,,,
B1310,unidentified,9,,,,
B1310,Veillonellaceae,3,,,,
B1374,Actinobacteridae,1,,,,
B1374,Actinobacteridae,1,,,,
B1374,Actinobacteridae,2,,,,
B1374,Actinomyces,4,,,,
B1374,Anaerococcus,1,,,,
B1374,Anaerococcus,1,,,,
B1374,Anaerococcus,1,,,,
B1374,Anaerococcus,1,,,,
B1374,Anaerococcus,4,,,,
B1374,Anaerococcus,57,,,,
B1374,Anaerococcus,8,,,,
B1374,Aquabacterium,1,,,,
B1374,Bacillales,1,,,,
B1374,Bacillales,1,,,,
B1374,Bacilli,1,,,,
B1374,Bacilli,1,,,,
B1374,Bacilli,2,,,,
B1374,Burkholderiales,1,,,,
B1374,Chloroplast,1,,,,
B1374,Clostridiales,1,,,,
B1374,Clostridiales,1,,,,
B1374,Clostridiales,1,,,,
B1374,Corynebacterineae,1,,,,
B1374,Corynebacterineae,1,,,,
B1374,Corynebacterineae,1,,,,
B1374,Corynebacterineae,1,,,,
B1374,Corynebacterineae,85,,,,
B1374,Corynebacterium,1,,,,
B1374,Corynebacterium,36,,,,
B1374,Corynebacterium,5,,,,
B1374,Dermabacter,3,,,,
B1374,Finegoldia,23,,,,
B1374,Paenibacillaceae,11,,,,
B1374,Peptococcus,2,,,,
B1374,Peptoniphilus,1,,,,
B1374,Peptoniphilus,16,,,,
B1374,Peptoniphilus,5,,,,
B1374,Peptoniphilus,7,,,,
B1374,Pseudomonas,1,,,,
B1374,Ralstonia,2,,,,
B1374,Sphingomonas,1,,,,
B1374,Staphylococcus,1,,,,
B1374,Staphylococcus,1,,,,
B1374,Staphylococcus,96,,,,
B1374,unidentified,1,,,,
B1374,unidentified,1,,,,
B1374,Varibaculum,3,,,,
B1374,Zoogloea,1,,,,
B940,Actinobacteridae,4,,,,
B940,Actinomyces,1,,,,
B940,Actinomycetaceae,1,,,,
B940,Actinomycetales,1,,,,
B940,Actinomycetales,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,1,,,,
B940,Anaerococcus,2,,,,
B940,Anaerococcus,4,,,,
B940,Anaerococcus,6,,,,
B940,Bacteroidetes,47,,,,
B940,Campylobacter,1,,,,
B940,Campylobacter,1,,,,
B940,Campylobacter,1,,,,
B940,Campylobacter,16,,,,
B940,Clostridia,6,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,1,,,,
B940,Clostridiales,2,,,,
B940,Clostridiales,20,,,,
B940,Clostridiales,3,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,5,,,,
B940,Clostridiales,8,,,,
B940,Clostridiales,9,,,,
B940,Corynebacterineae,1,,,,
B940,Corynebacterium,2,,,,
B940,Fastidiosipila,1,,,,
B940,Finegoldia,2,,,,
B940,Firmicutes,1,,,,
B940,Firmicutes,1,,,,
B940,Firmicutes,2,,,,
B940,Gallicola,1,,,,
B940,Gallicola,3,,,,
B940,Mobiluncus,1,,,,
B940,Peptococcus,1,,,,
B940,Peptococcus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,1,,,,
B940,Peptoniphilus,38,,,,
B940,Porphyromonadaceae,2,,,,
B940,Porphyromonas,1,,,,
B940,Porphyromonas,17,,,,
B940,Porphyromonas,2,,,,
B940,Prevotellaceae,1,,,,
B940,Staphylococcus,4,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,1,,,,
B940,unidentified,13,,,,
B940,unidentified,16,,,,
B940,unidentified,17,,,,
B940,unidentified,2,,,,
B940,unidentified,3,,,,
B940,unidentified,37,,,,
B940,unidentified,5,,,,
B940,unidentified,7,,,,
B940,Varibaculum,1,,,,
B940,Varibaculum,12,,,,
B940,Veillonellaceae,3,,,,
B941,Actinobacteridae,1,,,,
B941,Actinobacteridae,1,,,,
B941,Aerococcaceae,2,,,,
B941,Anaerococcus,1,,,,
B941,Anaerococcus,15,,,,
B941,Anaerococcus,2,,,,
B941,Anaerococcus,3,,,,
B941,Anaerococcus,36,,,,
B941,Anaerococcus,5,,,,
B941,Anaerococcus,60,,,,
B941,Bacteroidetes,1,,,,
B941,Bacteroidetes,1,,,,
B941,Bacteroidetes,1,,,,
B941,Bacteroidetes,9,,,,
B941,Betaproteobacteria,1,,,,
B941,Burkholderiales,1,,,,
B941,Campylobacter,1,,,,
B941,Campylobacter,1,,,,
B941,Campylobacter,39,,,,
B941,Clostridiales,1,,,,
B941,Clostridiales,1,,,,
B941,Clostridiales,2,,,,
B941,Corynebacterineae,1,,,,
B941,Corynebacterineae,7,,,,
B941,Corynebacterium,2,,,,
B941,Corynebacterium,64,,,,
B941,Dermabacter,4,,,,
B941,Finegoldia,1,,,,
B941,Finegoldia,1,,,,
B941,Finegoldia,71,,,,
B941,Fusobacterium,1,,,,
B941,Lactobacillales,1,,,,
B941,Moryella,1,,,,
B941,Peptoniphilus,1,,,,
B941,Peptoniphilus,10,,,,
B941,Porphyromonadaceae,1,,,,
B941,Prevotella,14,,,,
B941,Prevotellaceae,2,,,,
B941,Staphylococcus,15,,,,
B941,Streptococcus,1,,,,
B941,unidentified,1,,,,
B941,unidentified,1,,,,
B941,unidentified,1,,,,
B941,unidentified,1,,,,
B941,unidentified,2,,,,
B941,unidentified,3,,,,
B941,Varibaculum,3,,,,
B941,Veillonellaceae,5,,,,
B944,Acinetobacter,4,,,,
B944,Actinobacillus,1,,,,
B944,Actinobacteridae,1,,,,
B944,Actinobacteridae,1,,,,
B944,Actinobacteridae,1,,,,
B944,Actinobacteridae,1,,,,
B944,Aerococcaceae,1,,,,
B944,Anaerococcus,3,,,,
B944,Anaerococcus,3,,,,
B944,Bradyrhizobiaceae,1,,,,
B944,Brevundimonas,3,,,,
B944,Burkholderiales,3,,,,
B944,Burkholderiales,7,,,,
B944,Campylobacter,2,,,,
B944,Clostridiales,1,,,,
B944,Corynebacterineae,1,,,,
B944,Corynebacterineae,2,,,,
B944,Corynebacterineae,2,,,,
B944,Corynebacterineae,238,,,,
B944,Corynebacterium,1,,,,
B944,Corynebacterium,1,,,,
B944,Corynebacterium,1,,,,
B944,Corynebacterium,1,,,,
B944,Corynebacterium,15,,,,
B944,Corynebacterium,4,,,,
B944,Corynebacterium,7,,,,
B944,Dermacoccus,2,,,,
B944,Enhydrobacter,29,,,,
B944,Faecalibacterium,1,,,,
B944,Faecalibacterium,1,,,,
B944,Finegoldia,2,,,,
B944,Firmicutes,1,,,,
B944,Gemella,3,,,,
B944,Georgenia,1,,,,
B944,Kocuria,15,,,,
B944,Lachnospiraceae,1,,,,
B944,Marinomonas,4,,,,
B944,Micrococcaceae,1,,,,
B944,Nocardioidaceae,2,,,,
B944,Pantoea,1,,,,
B944,Pasteurellaceae,1,,,,
B944,Pasteurellaceae,1,,,,
B944,Pasteurellaceae,6,,,,
B944,Ruminococcaceae,1,,,,
B944,Ruminococcaceae,2,,,,
B944,Sphingomonas,1,,,,
B944,Staphylococcus,8,,,,
B944,Streptococcus,2,,,,
B944,Streptococcus,3,,,,
B944,unidentified,1,,,,
B944,unidentified,1,,,,
B944,unidentified,3,,,,
B945,Acinetobacter,1,,,,
B945,Actinobacteridae,2,,,,
B945,Actinobacteridae,3,,,,
B945,Actinobacteridae,3,,,,
B945,Actinomycetales,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,1,,,,
B945,Anaerococcus,10,,,,
B945,Anaerococcus,2,,,,
B945,Anaerococcus,2,,,,
B945,Anaerococcus,3,,,,
B945,Anaerococcus,30,,,,
B945,Anaerococcus,4,,,,
B945,Bacillales,1,,,,
B945,Bacillales,1,,,,
B945,Bacteroidetes,1,,,,
B945,Bacteroidetes,12,,,,
B945,Betaproteobacteria,1,,,,
B945,Brevundimonas,5,,,,
B945,Campylobacter,1,,,,
B945,Campylobacter,2,,,,
B945,Clostridiales,1,,,,
B945,Clostridiales,1,,,,
B945,Clostridiales,1,,,,
B945,Clostridiales,1,,,,
B945,Clostridiales,5,,,,
B945,Coriobacteriaceae,1,,,,
B945,Corynebacterineae,1,,,,
B945,Corynebacterineae,1,,,,
B945,Corynebacterineae,1,,,,
B945,Corynebacterineae,2,,,,
B945,Corynebacterineae,3,,,,
B945,Corynebacterineae,4,,,,
B945,Corynebacterineae,43,,,,
B945,Corynebacterium,12,,,,
B945,Corynebacterium,2,,,,
B945,Corynebacterium,87,,,,
B945,Dialister,1,,,,
B945,Enhydrobacter,1,,,,
B945,Finegoldia,1,,,,
B945,Finegoldia,7,,,,
B945,Janthinobacterium,2,,,,
B945,Oxalobacteraceae,1,,,,
B945,Peptoniphilus,1,,,,
B945,Peptoniphilus,1,,,,
B945,Peptoniphilus,1,,,,
B945,Peptoniphilus,17,,,,
B945,Peptoniphilus,5,,,,
B945,Porphyromonas,1,,,,
B945,Porphyromonas,6,,,,
B945,Prevotella,7,,,,
B945,Prevotellaceae,3,,,,
B945,Pseudoxanthomonas,1,,,,
B945,Sphingopyxis,1,,,,
B945,Staphylococcus,60,,,,
B945,Streptococcus,1,,,,
B945,Thermoactinomyces,1,,,,
B945,unidentified,1,,,,
B945,unidentified,1,,,,
B945,unidentified,4,,,,
B945,unidentified,5,,,,
B945,unidentified,6,,,,
B945,Veillonellaceae,7,,,,
B946,Actinobacteridae,20,,,,
B946,Actinobacteridae,6,,,,
B946,Actinomyces,1,,,,
B946,Actinomycetales,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,1,,,,
B946,Anaerococcus,2,,,,
B946,Anaerococcus,2,,,,
B946,Anaerococcus,2,,,,
B946,Anaerococcus,4,,,,
B946,Anaerococcus,6,,,,
B946,Anaerococcus,7,,,,
B946,Bacteroidetes,1,,,,
B946,Bacteroidetes,1,,,,
B946,Bacteroidetes,1,,,,
B946,Bacteroidetes,1,,,,
B946,Bacteroidetes,1,,,,
B946,Bacteroidetes,2,,,,
B946,Bacteroidetes,42,,,,
B946,Campylobacter,3,,,,
B946,Campylobacter,5,,,,
B946,Clostridia,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,1,,,,
B946,Clostridiales,2,,,,
B946,Clostridiales,3,,,,
B946,Clostridiales,3,,,,
B946,Clostridiales,31,,,,
B946,Corynebacterineae,1,,,,
B946,Corynebacterineae,1,,,,
B946,Corynebacterium,1,,,,
B946,Dialister,2,,,,
B946,Finegoldia,1,,,,
B946,Finegoldia,1,,,,
B946,Finegoldia,1,,,,
B946,Finegoldia,18,,,,
B946,Firmicutes,1,,,,
B946,Gallicola,1,,,,
B946,Mobiluncus,3,,,,
B946,Peptococcus,7,,,,
B946,Peptoniphilus,1,,,,
B946,Peptoniphilus,1,,,,
B946,Peptoniphilus,1,,,,
B946,Peptoniphilus,1,,,,
B946,Peptoniphilus,1,,,,
B946,Peptoniphilus,14,,,,
B946,Peptoniphilus,42,,,,
B946,Peptoniphilus,8,,,,
B946,Porphyromonadaceae,1,,,,
B946,Porphyromonas,1,,,,
B946,Porphyromonas,1,,,,
B946,Porphyromonas,1,,,,
B946,Porphyromonas,12,,,,
B946,Porphyromonas,5,,,,
B946,Prevotella,15,,,,
B946,Prevotellaceae,1,,,,
B946,Prevotellaceae,13,,,,
B946,Staphylococcus,1,,,,
B946,Turicella,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,1,,,,
B946,unidentified,19,,,,
B946,unidentified,25,,,,
B946,unidentified,3,,,,
B946,unidentified,4,,,,
B946,Veillonellaceae,17,,,,
B947,Actinobacteridae,1,,,,
B947,Actinobacteridae,2,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,1,,,,
B947,Anaerococcus,10,,,,
B947,Anaerococcus,101,,,,
B947,Anaerococcus,2,,,,
B947,Anaerococcus,2,,,,
B947,Anaerococcus,28,,,,
B947,Bacilli,1,,,,
B947,Bacteroidetes,1,,,,
B947,Bacteroidetes,5,,,,
B947,Campylobacter,10,,,,
B947,Campylobacter,2,,,,
B947,Chloroplast,1,,,,
B947,Clostridiales,1,,,,
B947,Clostridiales,1,,,,
B947,Clostridiales,1,,,,
B947,Clostridiales,1,,,,
B947,Clostridiales,3,,,,
B947,Corynebacterineae,1,,,,
B947,Corynebacterineae,1,,,,
B947,Corynebacterineae,10,,,,
B947,Corynebacterineae,4,,,,
B947,Corynebacterium,36,,,,
B947,Finegoldia,1,,,,
B947,Finegoldia,1,,,,
B947,Finegoldia,50,,,,
B947,Fusobacterium,1,,,,
B947,Peptococcus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,1,,,,
B947,Peptoniphilus,2,,,,
B947,Peptoniphilus,56,,,,
B947,Porphyromonas,1,,,,
B947,Porphyromonas,3,,,,
B947,Prevotella,2,,,,
B947,Staphylococcus,19,,,,
B947,unidentified,2,,,,
B947,unidentified,3,,,,
B947,unidentified,4,,,,
B947,Veillonellaceae,5,,,,
B948,Actinobacteridae,1,,,,
B948,Actinobacteridae,1,,,,
B948,Actinobacteridae,1,,,,
B948,Actinobacteridae,1,,,,
B948,Actinobacteridae,3,,,,
B948,Actinomycetaceae,4,,,,
B948,Actinomycetales,1,,,,
B948,Actinomycetales,1,,,,
B948,Actinomycetales,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,1,,,,
B948,Anaerococcus,19,,,,
B948,Anaerococcus,2,,,,
B948,Anaerococcus,4,,,,
B948,Anaerococcus,4,,,,
B948,Anaeroglobus,1,,,,
B948,Bacteroidetes,6,,,,
B948,Brevibacterium,9,,,,
B948,Campylobacter,1,,,,
B948,Campylobacter,3,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,1,,,,
B948,Clostridiales,4,,,,
B948,Clostridiales,7,,,,
B948,Clostridiales,8,,,,
B948,Corynebacterineae,1,,,,
B948,Corynebacterineae,1,,,,
B948,Corynebacterineae,1,,,,
B948,Corynebacterineae,1,,,,
B948,Corynebacterineae,72,,,,
B948,Corynebacterineae,81,,,,
B948,Corynebacterium,1,,,,
B948,Corynebacterium,17,,,,
B948,Corynebacterium,4,,,,
B948,Corynebacterium,4,,,,
B948,Dermabacter,1,,,,
B948,Dialister,6,,,,
B948,Enhydrobacter,1,,,,
B948,Finegoldia,1,,,,
B948,Finegoldia,1,,,,
B948,Finegoldia,21,,,,
B948,Firmicutes,2,,,,
B948,Fusobacterium,10,,,,
B948,Microbacteriaceae,2,,,,
B948,Mobiluncus,1,,,,
B948,Parvimonas,3,,,,
B948,Peptococcus,4,,,,
B948,Peptoniphilus,1,,,,
B948,Peptoniphilus,1,,,,
B948,Peptoniphilus,9,,,,
B948,Peptoniphilus,9,,,,
B948,Porphyromonas,1,,,,
B948,Porphyromonas,6,,,,
B948,Prevotella,2,,,,
B948,Staphylococcus,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,1,,,,
B948,unidentified,14,,,,
B948,unidentified,2,,,,
B948,unidentified,5,,,,
B948,unidentified,6,,,,
B950,Acinetobacter,1,,,,
B950,Acinetobacter,4,,,,
B950,Actinobacillus,1,,,,
B950,Actinobacteridae,3,,,,
B950,Actinomycetales,1,,,,
B950,Actinomycetales,1,,,,
B950,Actinomycetales,1,,,,
B950,Actinomycetales,1,,,,
B950,Anaerococcus,2,,,,
B950,Aquabacterium,4,,,,
B950,Bacillaceae,1,,,,
B950,Bacillales,1,,,,
B950,Bacilli,1,,,,
B950,Bacilli,1,,,,
B950,Bacilli,5,,,,
B950,Bacteroidales,1,,,,
B950,Bacteroidetes,2,,,,
B950,Bosea,1,,,,
B950,Bradyrhizobiaceae,3,,,,
B950,Burkholderiales,1,,,,
B950,Burkholderiales,1,,,,
B950,Burkholderiales,1,,,,
B950,Burkholderiales,2,,,,
B950,Caulobacter,2,,,,
B950,Chloroplast,2,,,,
B950,Comamonadaceae,1,,,,
B950,Corynebacterineae,1,,,,
B950,Corynebacterineae,2,,,,
B950,Corynebacterineae,58,,,,
B950,Corynebacterium,9,,,,
B950,Firmicutes,1,,,,
B950,Firmicutes,1,,,,
B950,Firmicutes,1,,,,
B950,Firmicutes,1,,,,
B950,Fusobacterium,3,,,,
B950,Gemella,1,,,,
B950,Intrasporangiaceae,1,,,,
B950,Leptotrichia,1,,,,
B950,Leptotrichia,2,,,,
B950,Neisseria,2,,,,
B950,Neisseriaceae,1,,,,
B950,Pasteurellaceae,2,,,,
B950,Pasteurellaceae,2,,,,
B950,Peptoniphilus,3,,,,
B950,Prevotella,1,,,,
B950,Propionibacterium,1,,,,
B950,Pseudomonas,1,,,,
B950,Pseudomonas,3,,,,
B950,Rhodocyclaceae,3,,,,
B950,Sphingomonas,1,,,,
B950,Staphylococcaceae,1,,,,
B950,Staphylococcus,1,,,,
B950,Staphylococcus,1,,,,
B950,Staphylococcus,1,,,,
B950,Staphylococcus,1,,,,
B950,Staphylococcus,1,,,,
B950,Staphylococcus,235,,,,
B950,Streptococcus,1,,,,
B950,Streptococcus,3,,,,
B950,Streptococcus,3,,,,
B950,unidentified,1,,,,
B950,Xanthomonadaceae,2,,,,
B950,Zoogloea,2,,,,
B952,Actinobacteridae,1,,,,
B952,Actinobacteridae,1,,,,
B952,Actinobacteridae,5,,,,
B952,Actinobacteridae,6,,,,
B952,Actinobacteridae,7,,,,
B952,Actinomycetales,4,,,,
B952,Aerococcaceae,4,,,,
B952,Anaerococcus,1,,,,
B952,Anaerococcus,1,,,,
B952,Anaerococcus,13,,,,
B952,Anaerococcus,13,,,,
B952,Anaerococcus,2,,,,
B952,Anaerococcus,29,,,,
B952,Anaerococcus,3,,,,
B952,Bacteroidetes,1,,,,
B952,Brevibacterium,19,,,,
B952,Burkholderiales,2,,,,
B952,Clostridiales,1,,,,
B952,Clostridiales,1,,,,
B952,Clostridiales,1,,,,
B952,Clostridiales,1,,,,
B952,Clostridiales,2,,,,
B952,Clostridiales,2,,,,
B952,Clostridiales,2,,,,
B952,Clostridiales,3,,,,
B952,Clostridiales,6,,,,
B952,Corynebacterineae,1,,,,
B952,Corynebacterineae,1,,,,
B952,Corynebacterineae,2,,,,
B952,Corynebacterineae,2,,,,
B952,Corynebacterineae,23,,,,
B952,Corynebacterineae,7,,,,
B952,Corynebacterineae,93,,,,
B952,Corynebacterium,18,,,,
B952,Corynebacterium,4,,,,
B952,Corynebacterium,43,,,,
B952,Dermabacter,2,,,,
B952,Enhydrobacter,1,,,,
B952,Finegoldia,1,,,,
B952,Finegoldia,1,,,,
B952,Finegoldia,1,,,,
B952,Finegoldia,17,,,,
B952,Microbacteriaceae,1,,,,
B952,Microbacteriaceae,1,,,,
B952,Microbacteriaceae,1,,,,
B952,Microbacteriaceae,18,,,,
B952,Nocardioides,1,,,,
B952,Peptoniphilus,1,,,,
B952,Peptoniphilus,1,,,,
B952,Prevotella,1,,,,
B952,Staphylococcus,1,,,,
B952,Streptococcus,1,,,,
B952,unidentified,1,,,,
B952,unidentified,1,,,,
B952,unidentified,1,,,,
B952,unidentified,4,,,,
B952,Zimmermannella,18,,,,
B953,Actinobacteridae,1,,,,
B953,Actinobacteridae,1,,,,
B953,Actinobacteridae,1,,,,
B953,Actinobacteridae,3,,,,
B953,Actinobacteridae,3,,,,
B953,Anaerococcus,1,,,,
B953,Anaerococcus,1,,,,
B953,Anaerococcus,3,,,,
B953,Anaerococcus,5,,,,
B953,Bacillales,1,,,,
B953,Bacillales,3,,,,
B953,Bacilli,2,,,,
B953,Corynebacterineae,1,,,,
B953,Corynebacterineae,1,,,,
B953,Corynebacterineae,1,,,,
B953,Corynebacterineae,1,,,,
B953,Corynebacterineae,167,,,,
B953,Corynebacterineae,2,,,,
B953,Corynebacterineae,2,,,,
B953,Corynebacterium,1,,,,
B953,Corynebacterium,1,,,,
B953,Corynebacterium,1,,,,
B953,Corynebacterium,13,,,,
B953,Corynebacterium,33,,,,
B953,Dermabacter,1,,,,
B953,Dermabacter,10,,,,
B953,Finegoldia,1,,,,
B953,Oxalobacteraceae,1,,,,
B953,Staphylococcaceae,1,,,,
B953,Staphylococcaceae,3,,,,
B953,Staphylococcus,1,,,,
B953,Staphylococcus,133,,,,
B954,Actinobacteridae,1,,,,
B954,Actinobacteridae,2,,,,
B954,Actinomycetales,3,,,,
B954,Bacillales,1,,,,
B954,Bacilli,1,,,,
B954,Bacilli,1,,,,
B954,Bacilli,4,,,,
B954,Brevundimonas,1,,,,
B954,Brevundimonas,1,,,,
B954,Brevundimonas,6,,,,
B954,Burkholderiales,1,,,,
B954,Corynebacterineae,1,,,,
B954,Corynebacterineae,1,,,,
B954,Corynebacterineae,1,,,,
B954,Corynebacterineae,1,,,,
B954,Corynebacterineae,114,,,,
B954,Corynebacterineae,2,,,,
B954,Corynebacterium,1,,,,
B954,Corynebacterium,1,,,,
B954,Corynebacterium,1,,,,
B954,Corynebacterium,1,,,,
B954,Corynebacterium,136,,,,
B954,Corynebacterium,4,,,,
B954,Oxalobacteraceae,1,,,,
B954,Rhodocyclaceae,1,,,,
B954,Sphingomonas,1,,,,
B954,Sphingopyxis,1,,,,
B954,Staphylococcus,109,,,,
B954,unidentified,1,,,,
B955,Acinetobacter,1,,,,
B955,Acinetobacter,2,,,,
B955,Actinobacteridae,1,,,,
B955,Actinobacteridae,1,,,,
B955,Actinobacteridae,4,,,,
