caseid,year,age,sex,polviews,partyid,indus10
148,2010,42.0,1,3.0,2.0,7770.0
149,2010,35.0,1,7.0,2.0,7770.0
150,2010,40.0,2,4.0,3.0,6870.0
152,2010,34.0,1,5.0,5.0,3960.0
153,2010,30.0,1,2.0,3.0,770.0
154,2010,25.0,1,4.0,1.0,8680.0
155,2010,36.0,1,2.0,1.0,770.0
156,2010,54.0,2,5.0,4.0,7970.0
160,2010,29.0,1,6.0,0.0,6570.0
161,2010,20.0,2,5.0,5.0,8680.0
162,2010,41.0,2,4.0,0.0,8190.0
163,2010,40.0,2,2.0,0.0,7370.0
164,2010,71.0,1,6.0,6.0,6970.0
165,2010,23.0,1,2.0,1.0,5170.0
166,2010,49.0,1,3.0,7.0,8590.0
167,2010,44.0,1,4.0,2.0,6290.0
169,2010,24.0,1,3.0,2.0,6570.0
170,2010,29.0,1,3.0,1.0,3570.0
171,2010,56.0,2,3.0,2.0,7460.0
172,2010,24.0,1,4.0,3.0,9290.0
173,2010,60.0,1,3.0,2.0,6680.0
174,2010,52.0,1,6.0,5.0,4870.0
175,2010,51.0,2,4.0,5.0,5470.0
176,2010,64.0,2,4.0,2.0,8690.0
177,2010,23.0,2,2.0,1.0,8590.0
178,2010,46.0,1,3.0,6.0,770.0
179,2010,34.0,1,2.0,1.0,6570.0
180,2010,29.0,2,4.0,1.0,7860.0
181,2010,28.0,2,2.0,0.0,7860.0
182,2010,39.0,2,6.0,6.0,9160.0
183,2010,33.0,1,2.0,2.0,7860.0
184,2010,24.0,2,1.0,5.0,8370.0
185,2010,34.0,2,4.0,5.0,7880.0
186,2010,24.0,1,2.0,0.0,6570.0
187,2010,30.0,1,4.0,5.0,6170.0
188,2010,25.0,1,1.0,2.0,6570.0
189,2010,41.0,2,3.0,0.0,2190.0
190,2010,37.0,1,4.0,0.0,3570.0
191,2010,48.0,2,2.0,2.0,5170.0
192,2010,28.0,1,1.0,3.0,8090.0
193,2010,30.0,2,4.0,7.0,7870.0
194,2010,34.0,2,5.0,4.0,570.0
195,2010,67.0,1,6.0,3.0,170.0
196,2010,64.0,2,3.0,1.0,7860.0
197,2010,80.0,1,6.0,6.0,9180.0
198,2010,52.0,1,4.0,3.0,2370.0
199,2010,29.0,2,4.0,0.0,6770.0
201,2010,42.0,2,2.0,0.0,7860.0
202,2010,89.0,2,4.0,0.0,7860.0
203,2010,61.0,2,3.0,0.0,5170.0
205,2010,44.0,1,4.0,0.0,6380.0
206,2010,60.0,2,4.0,0.0,8090.0
207,2010,28.0,1,6.0,2.0,6170.0
208,2010,27.0,1,4.0,1.0,6570.0
209,2010,38.0,1,2.0,1.0,7490.0
210,2010,34.0,2,3.0,2.0,8980.0
212,2010,35.0,2,4.0,3.0,4870.0
213,2010,29.0,2,5.0,3.0,8470.0
214,2010,32.0,2,7.0,3.0,1090.0
215,2010,63.0,2,2.0,0.0,9480.0
216,2010,80.0,2,3.0,0.0,9370.0
217,2010,52.0,1,6.0,6.0,1270.0
218,2010,25.0,2,2.0,0.0,7670.0
219,2010,70.0,2,6.0,7.0,3980.0
220,2010,35.0,1,4.0,2.0,7390.0
221,2010,41.0,2,2.0,0.0,8190.0
222,2010,24.0,2,2.0,0.0,7870.0
223,2010,60.0,1,2.0,2.0,7870.0
224,2010,55.0,1,4.0,2.0,570.0
226,2010,68.0,2,3.0,1.0,7860.0
227,2010,22.0,2,2.0,0.0,8670.0
228,2010,58.0,1,2.0,2.0,2390.0
229,2010,55.0,1,5.0,2.0,7390.0
230,2010,75.0,1,4.0,2.0,4585.0
231,2010,66.0,1,4.0,7.0,770.0
232,2010,76.0,2,4.0,2.0,6990.0
233,2010,79.0,1,7.0,5.0,580.0
234,2010,29.0,2,4.0,1.0,8660.0
235,2010,60.0,2,1.0,0.0,8190.0
236,2010,36.0,2,4.0,1.0,8370.0
237,2010,75.0,1,6.0,6.0,2290.0
238,2010,48.0,2,3.0,2.0,5380.0
239,2010,35.0,2,4.0,6.0,7070.0
240,2010,54.0,1,4.0,1.0,770.0
241,2010,45.0,1,4.0,2.0,8180.0
242,2010,58.0,2,4.0,5.0,8190.0
243,2010,46.0,2,4.0,0.0,9380.0
244,2010,36.0,2,4.0,1.0,4590.0
245,2010,58.0,2,4.0,0.0,7580.0
246,2010,40.0,2,4.0,5.0,7860.0
247,2010,44.0,2,4.0,0.0,7270.0
248,2010,59.0,1,5.0,3.0,7290.0
249,2010,80.0,2,5.0,0.0,7860.0
250,2010,72.0,2,4.0,3.0,6190.0
251,2010,76.0,2,2.0,2.0,4260.0
252,2010,65.0,2,6.0,6.0,9470.0
253,2010,43.0,2,4.0,3.0,7860.0
254,2010,73.0,2,4.0,1.0,7460.0
255,2010,27.0,2,2.0,2.0,8680.0
256,2010,73.0,1,5.0,4.0,6290.0
257,2010,60.0,2,2.0,1.0,3090.0
258,2010,42.0,2,3.0,2.0,4670.0
259,2010,51.0,1,4.0,2.0,7870.0
260,2010,21.0,1,2.0,4.0,9090.0
262,2010,45.0,2,4.0,2.0,7790.0
263,2010,35.0,2,4.0,3.0,5070.0
264,2010,79.0,2,6.0,5.0,7070.0
265,2010,67.0,1,3.0,5.0,7860.0
266,2010,19.0,2,2.0,2.0,1190.0
267,2010,76.0,1,6.0,6.0,6970.0
268,2010,70.0,2,2.0,0.0,3390.0
269,2010,60.0,1,2.0,0.0,6970.0
270,2010,47.0,1,4.0,2.0,8080.0
271,2010,57.0,2,3.0,2.0,7390.0
272,2010,75.0,2,6.0,6.0,6870.0
273,2010,43.0,1,5.0,6.0,7380.0
274,2010,45.0,2,3.0,2.0,7380.0
275,2010,29.0,2,2.0,3.0,770.0
276,2010,38.0,1,4.0,1.0,7860.0
277,2010,25.0,2,2.0,2.0,5170.0
278,2010,37.0,2,2.0,2.0,8190.0
279,2010,63.0,2,3.0,0.0,4790.0
280,2010,62.0,1,4.0,3.0,2190.0
281,2010,28.0,1,4.0,3.0,7470.0
282,2010,61.0,1,2.0,2.0,2480.0
283,2010,47.0,1,5.0,0.0,9470.0
284,2010,55.0,1,4.0,3.0,8180.0
285,2010,48.0,2,4.0,5.0,7980.0
286,2010,49.0,1,5.0,6.0,2870.0
287,2010,20.0,1,3.0,2.0,7860.0
288,2010,24.0,1,4.0,7.0,7870.0
289,2010,24.0,1,5.0,4.0,7870.0
290,2010,26.0,2,2.0,3.0,8660.0
292,2010,48.0,1,2.0,0.0,280.0
293,2010,54.0,2,3.0,1.0,770.0
294,2010,64.0,2,1.0,0.0,7890.0
297,2010,30.0,1,4.0,5.0,770.0
298,2010,53.0,2,7.0,0.0,5380.0
299,2010,39.0,1,5.0,5.0,7870.0
300,2010,39.0,1,4.0,3.0,6170.0
301,2010,50.0,1,4.0,5.0,4690.0
302,2010,65.0,1,6.0,4.0,670.0
303,2010,51.0,2,5.0,5.0,9480.0
304,2010,29.0,1,4.0,2.0,8770.0
306,2010,50.0,1,4.0,1.0,770.0
307,2010,72.0,2,4.0,1.0,5790.0
308,2010,68.0,1,4.0,0.0,9370.0
309,2010,41.0,1,4.0,1.0,770.0
310,2010,63.0,1,6.0,4.0,7980.0
311,2010,62.0,1,5.0,2.0,3390.0
312,2010,52.0,2,1.0,2.0,6970.0
313,2010,39.0,2,3.0,0.0,3390.0
314,2010,46.0,1,2.0,1.0,5090.0
315,2010,19.0,1,4.0,5.0,770.0
316,2010,45.0,1,4.0,0.0,770.0
317,2010,72.0,1,6.0,4.0,2190.0
319,2010,26.0,2,4.0,2.0,8470.0
320,2010,48.0,1,2.0,0.0,7860.0
321,2010,65.0,1,4.0,4.0,9080.0
322,2010,79.0,2,2.0,0.0,8170.0
323,2010,82.0,1,2.0,0.0,9590.0
324,2010,51.0,1,5.0,0.0,7870.0
325,2010,38.0,2,3.0,1.0,6680.0
326,2010,46.0,2,6.0,0.0,6990.0
327,2010,47.0,1,3.0,1.0,770.0
328,2010,40.0,2,6.0,1.0,8190.0
329,2010,56.0,1,4.0,3.0,6370.0
330,2010,79.0,2,4.0,3.0,9070.0
331,2010,43.0,2,2.0,0.0,8470.0
332,2010,37.0,2,5.0,4.0,7860.0
333,2010,30.0,2,4.0,4.0,8190.0
334,2010,29.0,1,3.0,2.0,4470.0
335,2010,79.0,2,2.0,6.0,7860.0
336,2010,71.0,1,4.0,1.0,6480.0
338,2010,40.0,2,2.0,0.0,6870.0
339,2010,27.0,1,6.0,3.0,6670.0
340,2010,85.0,2,3.0,5.0,9570.0
341,2010,62.0,2,7.0,6.0,7870.0
342,2010,29.0,2,6.0,0.0,8180.0
343,2010,30.0,1,2.0,1.0,770.0
344,2010,28.0,2,1.0,0.0,8470.0
345,2010,80.0,2,1.0,0.0,1680.0
346,2010,27.0,2,4.0,0.0,9470.0
347,2010,38.0,2,4.0,2.0,8980.0
348,2010,35.0,2,7.0,5.0,6870.0
350,2010,67.0,2,2.0,0.0,7870.0
351,2010,69.0,2,5.0,5.0,5070.0
352,2010,55.0,1,6.0,5.0,4070.0
353,2010,40.0,2,4.0,5.0,7590.0
354,2010,81.0,1,2.0,0.0,7870.0
355,2010,56.0,2,6.0,6.0,8270.0
356,2010,19.0,1,4.0,1.0,8680.0
357,2010,25.0,2,5.0,3.0,8560.0
358,2010,27.0,1,5.0,4.0,6990.0
360,2010,35.0,2,3.0,1.0,7860.0
361,2010,51.0,1,5.0,4.0,2370.0
363,2010,50.0,1,4.0,3.0,7070.0
364,2010,53.0,2,3.0,1.0,7590.0
366,2010,67.0,1,2.0,1.0,6090.0
367,2010,40.0,2,5.0,0.0,5380.0
368,2010,59.0,1,3.0,0.0,7970.0
370,2010,55.0,1,2.0,1.0,6180.0
371,2010,29.0,1,5.0,2.0,770.0
373,2010,77.0,1,1.0,7.0,390.0
374,2010,43.0,1,6.0,4.0,4190.0
375,2010,45.0,2,4.0,3.0,5380.0
377,2010,54.0,1,6.0,6.0,7770.0
378,2010,46.0,2,4.0,1.0,9170.0
379,2010,40.0,1,4.0,1.0,8660.0
380,2010,72.0,1,2.0,0.0,8770.0
381,2010,60.0,2,6.0,3.0,290.0
382,2010,81.0,1,3.0,0.0,5190.0
383,2010,30.0,2,3.0,1.0,5170.0
384,2010,41.0,2,5.0,0.0,8270.0
385,2010,38.0,2,4.0,3.0,6870.0
386,2010,70.0,2,4.0,1.0,5380.0
387,2010,54.0,1,5.0,5.0,3360.0
388,2010,37.0,2,4.0,3.0,6370.0
389,2010,65.0,1,3.0,1.0,7870.0
390,2010,20.0,2,4.0,1.0,5490.0
391,2010,43.0,2,4.0,3.0,8190.0
392,2010,48.0,2,2.0,0.0,4585.0
393,2010,59.0,1,5.0,1.0,6080.0
394,2010,43.0,1,7.0,5.0,770.0
396,2010,67.0,1,5.0,6.0,7280.0
397,2010,56.0,2,3.0,2.0,7070.0
398,2010,65.0,2,7.0,4.0,9290.0
399,2010,21.0,2,6.0,1.0,5380.0
400,2010,59.0,2,4.0,5.0,5380.0
401,2010,54.0,2,1.0,0.0,8270.0
402,2010,62.0,2,1.0,0.0,8290.0
404,2010,47.0,1,4.0,0.0,8680.0
405,2010,50.0,1,4.0,2.0,8190.0
406,2010,51.0,2,4.0,1.0,8270.0
407,2010,54.0,1,3.0,3.0,3170.0
409,2010,21.0,1,2.0,3.0,1870.0
410,2010,45.0,1,7.0,3.0,8690.0
411,2010,62.0,1,4.0,3.0,9170.0
413,2010,70.0,2,5.0,0.0,8190.0
414,2010,28.0,1,5.0,4.0,7270.0
415,2010,44.0,2,4.0,2.0,7860.0
416,2010,33.0,1,3.0,1.0,8770.0
417,2010,25.0,2,3.0,4.0,8680.0
418,2010,26.0,1,4.0,1.0,4560.0
419,2010,28.0,2,4.0,3.0,9690.0
420,2010,29.0,1,2.0,3.0,8870.0
421,2010,62.0,1,1.0,0.0,8560.0
422,2010,86.0,1,5.0,3.0,7380.0
423,2010,43.0,2,2.0,0.0,8680.0
424,2010,34.0,2,7.0,0.0,2290.0
425,2010,45.0,1,3.0,1.0,4790.0
426,2010,22.0,1,7.0,5.0,8590.0
427,2010,37.0,1,7.0,5.0,4690.0
428,2010,29.0,2,7.0,6.0,9290.0
429,2010,37.0,2,6.0,5.0,9160.0
430,2010,37.0,2,6.0,0.0,8190.0
431,2010,69.0,2,3.0,0.0,8270.0
432,2010,56.0,1,6.0,4.0,770.0
433,2010,37.0,2,5.0,6.0,7070.0
434,2010,35.0,2,6.0,2.0,9070.0
435,2010,26.0,2,2.0,5.0,6570.0
436,2010,38.0,2,4.0,1.0,8070.0
437,2010,52.0,2,4.0,3.0,7680.0
438,2010,54.0,1,4.0,7.0,7870.0
439,2010,23.0,1,4.0,0.0,8680.0
441,2010,50.0,2,4.0,4.0,7860.0
442,2010,48.0,2,2.0,1.0,7460.0
443,2010,56.0,2,6.0,0.0,8660.0
444,2010,59.0,1,4.0,1.0,7860.0
445,2010,74.0,2,2.0,0.0,6770.0
446,2010,27.0,2,1.0,0.0,8190.0
447,2010,33.0,1,5.0,4.0,8190.0
448,2010,60.0,2,2.0,2.0,9160.0
449,2010,51.0,1,2.0,1.0,6670.0
450,2010,52.0,2,1.0,0.0,8170.0
451,2010,41.0,1,4.0,2.0,9470.0
452,2010,32.0,2,3.0,3.0,9070.0
453,2010,57.0,1,2.0,0.0,9160.0
454,2010,59.0,1,4.0,2.0,9290.0
455,2010,77.0,2,1.0,0.0,5380.0
456,2010,81.0,2,2.0,0.0,9470.0
457,2010,33.0,2,5.0,1.0,6280.0
458,2010,43.0,2,2.0,1.0,7860.0
459,2010,65.0,2,4.0,4.0,4670.0
460,2010,44.0,2,4.0,1.0,7860.0
461,2010,61.0,2,6.0,6.0,7860.0
462,2010,33.0,1,4.0,7.0,9170.0
463,2010,46.0,1,4.0,4.0,9470.0
464,2010,27.0,2,3.0,2.0,9670.0
465,2010,42.0,2,2.0,1.0,6890.0
466,2010,46.0,2,5.0,5.0,7890.0
467,2010,61.0,1,5.0,2.0,1190.0
469,2010,40.0,1,4.0,2.0,8680.0
470,2010,47.0,2,5.0,2.0,8190.0
471,2010,66.0,2,1.0,1.0,7860.0
472,2010,46.0,1,6.0,6.0,6170.0
473,2010,35.0,1,2.0,4.0,3990.0
474,2010,53.0,1,4.0,0.0,6170.0
475,2010,31.0,1,4.0,1.0,7380.0
476,2010,23.0,2,3.0,5.0,6970.0
477,2010,67.0,1,4.0,3.0,4670.0
478,2010,30.0,2,4.0,3.0,8680.0
479,2010,62.0,1,3.0,2.0,7870.0
480,2010,62.0,2,4.0,3.0,8190.0
481,2010,45.0,1,4.0,0.0,770.0
482,2010,20.0,2,2.0,3.0,4770.0
483,2010,31.0,2,4.0,1.0,8680.0
484,2010,60.0,1,5.0,5.0,4770.0
485,2010,35.0,2,2.0,2.0,5190.0
486,2010,20.0,2,4.0,4.0,6880.0
487,2010,33.0,2,4.0,0.0,7470.0
488,2010,33.0,1,2.0,3.0,770.0
490,2010,39.0,1,6.0,1.0,4560.0
491,2010,21.0,2,4.0,1.0,7980.0
493,2010,23.0,2,4.0,2.0,7970.0
494,2010,63.0,2,2.0,1.0,8680.0
495,2010,31.0,2,4.0,3.0,3990.0
496,2010,86.0,2,5.0,0.0,8190.0
497,2010,25.0,1,6.0,2.0,770.0
498,2010,61.0,1,6.0,6.0,7470.0
499,2010,63.0,2,6.0,6.0,8190.0
500,2010,39.0,1,5.0,5.0,6870.0
501,2010,61.0,1,3.0,0.0,8560.0
502,2010,47.0,2,2.0,0.0,7460.0
503,2010,50.0,2,4.0,0.0,9170.0
504,2010,37.0,2,2.0,0.0,6480.0
505,2010,50.0,2,2.0,0.0,8680.0
506,2010,50.0,1,2.0,5.0,4470.0
508,2010,40.0,1,1.0,3.0,8770.0
509,2010,56.0,2,4.0,3.0,1770.0
510,2010,49.0,1,5.0,2.0,3390.0
511,2010,68.0,1,7.0,6.0,1990.0
512,2010,53.0,1,4.0,3.0,4670.0
513,2010,59.0,2,3.0,3.0,8980.0
514,2010,66.0,2,3.0,3.0,7370.0
515,2010,59.0,1,4.0,2.0,3960.0
517,2010,70.0,1,5.0,3.0,6170.0
518,2010,53.0,2,4.0,0.0,8090.0
519,2010,31.0,2,3.0,1.0,5480.0
520,2010,36.0,2,2.0,0.0,7690.0
521,2010,84.0,1,5.0,4.0,770.0
522,2010,62.0,2,3.0,2.0,7980.0
523,2010,71.0,1,6.0,5.0,8770.0
524,2010,41.0,2,4.0,2.0,4270.0
525,2010,56.0,2,6.0,3.0,7770.0
526,2010,44.0,1,7.0,6.0,7290.0
527,2010,89.0,2,4.0,1.0,8680.0
528,2010,26.0,2,6.0,6.0,7980.0
529,2010,39.0,1,6.0,4.0,7380.0
530,2010,41.0,2,4.0,4.0,6870.0
531,2010,25.0,1,7.0,2.0,9470.0
533,2010,55.0,2,3.0,2.0,9170.0
534,2010,21.0,2,4.0,0.0,7860.0
535,2010,21.0,1,2.0,1.0,4870.0
536,2010,41.0,2,4.0,6.0,1990.0
537,2010,51.0,2,6.0,6.0,6870.0
538,2010,44.0,1,6.0,6.0,3590.0
539,2010,35.0,1,6.0,5.0,770.0
540,2010,47.0,2,4.0,1.0,7860.0
541,2010,41.0,2,2.0,1.0,7070.0
542,2010,65.0,1,6.0,5.0,7860.0
543,2010,34.0,1,7.0,4.0,9170.0
544,2010,26.0,2,4.0,3.0,8680.0
545,2010,41.0,2,4.0,3.0,8190.0
546,2010,39.0,2,2.0,0.0,6680.0
547,2010,66.0,2,6.0,4.0,3180.0
548,2010,32.0,2,6.0,6.0,7490.0
549,2010,56.0,2,5.0,5.0,7290.0
551,2010,48.0,1,6.0,6.0,3590.0
554,2010,33.0,1,4.0,1.0,770.0
555,2010,54.0,1,7.0,7.0,3190.0
556,2010,24.0,1,5.0,4.0,9680.0
557,2010,47.0,1,3.0,2.0,7490.0
558,2010,54.0,1,5.0,1.0,770.0
559,2010,29.0,2,1.0,0.0,8190.0
560,2010,37.0,2,4.0,4.0,7380.0
561,2010,43.0,1,6.0,0.0,5470.0
562,2010,29.0,2,4.0,3.0,4190.0
563,2010,56.0,1,3.0,1.0,770.0
564,2010,33.0,1,4.0,5.0,7580.0
565,2010,31.0,1,5.0,3.0,3870.0
566,2010,27.0,2,4.0,0.0,5380.0
567,2010,33.0,1,4.0,1.0,1990.0
568,2010,31.0,2,6.0,3.0,8980.0
569,2010,81.0,2,6.0,6.0,7070.0
570,2010,78.0,2,7.0,6.0,9380.0
571,2010,58.0,1,7.0,6.0,770.0
572,2010,89.0,2,7.0,4.0,6990.0
573,2010,88.0,1,6.0,6.0,370.0
574,2010,18.0,1,1.0,2.0,7680.0
575,2010,40.0,1,5.0,2.0,6890.0
576,2010,69.0,1,6.0,4.0,390.0
577,2010,74.0,2,4.0,6.0,8880.0
578,2010,58.0,2,5.0,5.0,7860.0
579,2010,79.0,2,4.0,2.0,5280.0
580,2010,58.0,2,4.0,2.0,6390.0
581,2010,62.0,2,5.0,3.0,7970.0
582,2010,64.0,1,7.0,4.0,6290.0
584,2010,31.0,1,4.0,3.0,3770.0
585,2010,65.0,1,6.0,6.0,1590.0
586,2010,62.0,2,4.0,2.0,5370.0
587,2010,46.0,1,6.0,6.0,4470.0
588,2010,54.0,2,4.0,1.0,770.0
589,2010,63.0,2,4.0,3.0,8190.0
590,2010,44.0,1,5.0,4.0,7790.0
591,2010,36.0,1,3.0,1.0,9180.0
593,2010,20.0,1,3.0,3.0,170.0
594,2010,62.0,2,6.0,5.0,7970.0
595,2010,56.0,2,4.0,2.0,4470.0
596,2010,21.0,1,2.0,0.0,7870.0
597,2010,25.0,2,1.0,0.0,8680.0
598,2010,24.0,2,4.0,3.0,6870.0
599,2010,30.0,2,2.0,0.0,7860.0
600,2010,68.0,1,3.0,4.0,8660.0
601,2010,25.0,2,5.0,5.0,4870.0
602,2010,67.0,1,2.0,1.0,8390.0
603,2010,52.0,1,6.0,5.0,7890.0
604,2010,53.0,2,5.0,7.0,8090.0
605,2010,58.0,2,4.0,3.0,1990.0
606,2010,32.0,2,4.0,2.0,5370.0
607,2010,58.0,2,2.0,0.0,7870.0
608,2010,43.0,1,3.0,1.0,3990.0
609,2010,57.0,1,5.0,1.0,8770.0
610,2010,23.0,2,2.0,1.0,8290.0
611,2010,31.0,1,4.0,0.0,5380.0
612,2010,46.0,1,6.0,5.0,6170.0
613,2010,77.0,1,2.0,0.0,7870.0
614,2010,25.0,1,4.0,2.0,7290.0
615,2010,49.0,1,3.0,0.0,3990.0
616,2010,44.0,1,4.0,4.0,8870.0
617,2010,39.0,1,3.0,5.0,570.0
618,2010,54.0,1,2.0,4.0,2370.0
619,2010,56.0,1,4.0,4.0,6390.0
620,2010,56.0,1,3.0,0.0,2270.0
621,2010,34.0,1,5.0,4.0,2880.0
622,2010,30.0,2,1.0,0.0,9290.0
623,2010,42.0,1,3.0,1.0,8190.0
624,2010,40.0,1,4.0,0.0,9290.0
625,2010,68.0,2,6.0,3.0,6990.0
626,2010,68.0,2,6.0,1.0,1480.0
627,2010,82.0,2,4.0,4.0,8680.0
628,2010,20.0,2,1.0,2.0,5380.0
629,2010,52.0,2,6.0,5.0,9290.0
630,2010,27.0,2,4.0,1.0,7860.0
631,2010,34.0,1,3.0,2.0,5480.0
632,2010,41.0,2,6.0,6.0,9090.0
633,2010,75.0,1,6.0,1.0,7860.0
634,2010,71.0,2,6.0,4.0,8190.0
635,2010,45.0,1,4.0,3.0,770.0
636,2010,48.0,2,4.0,6.0,7860.0
637,2010,31.0,2,4.0,2.0,8470.0
638,2010,68.0,2,1.0,1.0,1480.0
639,2010,54.0,2,4.0,3.0,5380.0
641,2010,63.0,1,6.0,6.0,7860.0
642,2010,28.0,2,4.0,3.0,8370.0
643,2010,44.0,2,4.0,6.0,9290.0
644,2010,37.0,2,6.0,6.0,8590.0
645,2010,69.0,2,4.0,5.0,8190.0
647,2010,60.0,1,6.0,5.0,1390.0
648,2010,25.0,1,4.0,2.0,4180.0
649,2010,69.0,2,6.0,4.0,5380.0
651,2010,42.0,2,4.0,1.0,8370.0
652,2010,59.0,2,2.0,1.0,7860.0
653,2010,84.0,1,7.0,6.0,4980.0
654,2010,60.0,2,2.0,0.0,7870.0
655,2010,26.0,2,4.0,3.0,8470.0
656,2010,22.0,2,3.0,3.0,8680.0
657,2010,55.0,2,5.0,3.0,5090.0
659,2010,57.0,2,3.0,2.0,7860.0
660,2010,43.0,2,4.0,3.0,7280.0
661,2010,40.0,1,5.0,5.0,7290.0
662,2010,38.0,1,4.0,2.0,8270.0
663,2010,65.0,1,5.0,6.0,7860.0
665,2010,67.0,2,6.0,5.0,9570.0
666,2010,62.0,2,4.0,3.0,3360.0
667,2010,58.0,2,4.0,1.0,7390.0
668,2010,24.0,2,4.0,1.0,6880.0
670,2010,51.0,2,5.0,6.0,8190.0
671,2010,72.0,2,5.0,5.0,8270.0
672,2010,84.0,2,4.0,3.0,3490.0
673,2010,37.0,2,5.0,3.0,8990.0
674,2010,66.0,1,2.0,0.0,2190.0
675,2010,77.0,1,4.0,3.0,6170.0
677,2010,55.0,2,5.0,5.0,8180.0
678,2010,76.0,1,5.0,1.0,9670.0
679,2010,38.0,2,3.0,0.0,7070.0
680,2010,39.0,2,4.0,0.0,7670.0
682,2010,25.0,1,4.0,1.0,8680.0
683,2010,21.0,2,3.0,4.0,8660.0
684,2010,23.0,2,4.0,2.0,5170.0
685,2010,55.0,2,4.0,1.0,8190.0
687,2010,24.0,2,6.0,5.0,8470.0
688,2010,45.0,1,6.0,6.0,3190.0
689,2010,72.0,2,3.0,1.0,5580.0
690,2010,83.0,1,4.0,1.0,6990.0
691,2010,88.0,1,4.0,0.0,8770.0
692,2010,76.0,1,3.0,4.0,1990.0
693,2010,50.0,2,7.0,0.0,9290.0
694,2010,49.0,2,2.0,0.0,6890.0
696,2010,32.0,1,6.0,6.0,7280.0
697,2010,27.0,2,4.0,1.0,7390.0
698,2010,35.0,1,4.0,3.0,9790.0
699,2010,41.0,2,6.0,5.0,9290.0
700,2010,42.0,2,4.0,1.0,8470.0
701,2010,43.0,2,4.0,3.0,8470.0
702,2010,38.0,2,3.0,1.0,2280.0
703,2010,34.0,2,2.0,2.0,7870.0
704,2010,29.0,2,4.0,1.0,2190.0
705,2010,29.0,1,2.0,0.0,7460.0
706,2010,22.0,2,2.0,1.0,7870.0
707,2010,23.0,2,2.0,1.0,7870.0
708,2010,54.0,1,4.0,2.0,7290.0
710,2010,54.0,2,6.0,0.0,5380.0
711,2010,29.0,2,5.0,1.0,9480.0
712,2010,56.0,2,3.0,1.0,8370.0
713,2010,34.0,1,6.0,6.0,5380.0
714,2010,48.0,1,4.0,1.0,8680.0
715,2010,38.0,2,2.0,3.0,8660.0
717,2010,49.0,1,4.0,2.0,6170.0
718,2010,31.0,1,4.0,1.0,7690.0
719,2010,29.0,2,4.0,3.0,7390.0
720,2010,45.0,2,6.0,6.0,7860.0
721,2010,33.0,1,4.0,3.0,9590.0
722,2010,44.0,1,5.0,5.0,9470.0
723,2010,61.0,1,6.0,6.0,3960.0
724,2010,48.0,2,2.0,0.0,7890.0
725,2010,50.0,1,5.0,6.0,6990.0
726,2010,58.0,1,6.0,0.0,7390.0
727,2010,43.0,1,3.0,2.0,770.0
728,2010,30.0,1,4.0,4.0,4980.0
729,2010,47.0,1,5.0,2.0,770.0
731,2010,56.0,1,4.0,4.0,8270.0
732,2010,50.0,1,5.0,4.0,7390.0
733,2010,83.0,1,4.0,1.0,3580.0
734,2010,50.0,1,6.0,6.0,7860.0
735,2010,43.0,1,4.0,2.0,7970.0
736,2010,31.0,1,4.0,4.0,1370.0
737,2010,77.0,2,6.0,6.0,8190.0
738,2010,32.0,1,2.0,3.0,3680.0
739,2010,21.0,1,4.0,3.0,3390.0
740,2010,37.0,2,2.0,0.0,7290.0
741,2010,52.0,1,4.0,5.0,3580.0
742,2010,54.0,1,4.0,7.0,3960.0
743,2010,25.0,2,4.0,1.0,7860.0
744,2010,28.0,2,4.0,2.0,8090.0
745,2010,65.0,1,4.0,3.0,4280.0
746,2010,52.0,2,4.0,0.0,7860.0
747,2010,60.0,2,2.0,0.0,9170.0
749,2010,36.0,1,4.0,3.0,6990.0
751,2010,45.0,1,4.0,2.0,5380.0
752,2010,35.0,1,2.0,1.0,4970.0
753,2010,49.0,1,6.0,1.0,2770.0
754,2010,23.0,2,6.0,3.0,8680.0
755,2010,74.0,2,5.0,1.0,9160.0
756,2010,35.0,1,4.0,2.0,770.0
757,2010,42.0,2,6.0,1.0,8790.0
758,2010,45.0,1,4.0,4.0,770.0
759,2010,38.0,1,2.0,7.0,9190.0
760,2010,54.0,1,6.0,7.0,3080.0
761,2010,27.0,1,4.0,2.0,8590.0
762,2010,28.0,1,2.0,2.0,7070.0
763,2010,63.0,1,4.0,2.0,3960.0
764,2010,27.0,1,6.0,6.0,9470.0
765,2010,70.0,2,3.0,1.0,6970.0
766,2010,24.0,2,4.0,0.0,4970.0
767,2010,74.0,2,5.0,5.0,7860.0
768,2010,55.0,2,2.0,1.0,7270.0
769,2010,32.0,2,5.0,0.0,7970.0
770,2010,20.0,2,4.0,1.0,7970.0
771,2010,27.0,1,3.0,0.0,7170.0
772,2010,45.0,2,2.0,0.0,6990.0
773,2010,36.0,1,4.0,5.0,770.0
774,2010,49.0,2,3.0,0.0,3090.0
775,2010,51.0,2,2.0,0.0,9290.0
776,2010,60.0,2,2.0,1.0,8190.0
777,2010,58.0,2,4.0,1.0,8770.0
778,2010,32.0,2,4.0,1.0,5380.0
779,2010,41.0,1,6.0,6.0,2280.0
780,2010,73.0,2,3.0,6.0,7860.0
781,2010,68.0,2,2.0,1.0,9370.0
782,2010,63.0,1,4.0,2.0,2780.0
783,2010,56.0,2,1.0,0.0,9470.0
784,2010,35.0,2,2.0,3.0,7480.0
785,2010,53.0,2,3.0,1.0,8680.0
