Season,Game,Team,Pd1,Pd2,Pd3,OT,SO Win,Total
2012,20049,TOR,0,2,1,0,0,3
2012,20050,COL,1,3,1,0,1,6
2012,20050,MTL,1,2,2,0,0,5
2012,20051,NYI,1,1,2,0,0,4
2012,20051,NYR,0,2,0,0,0,2
2012,20052,LAK,1,0,1,1,0,3
2012,20052,PHI,1,0,1,0,0,2
2012,20053,BUF,2,0,1,0,0,3
2012,20053,PIT,0,1,1,0,0,2
2012,20054,OTT,1,0,0,0,0,1
2012,20054,WSH,2,0,0,0,0,2
2012,20055,PHX,2,1,1,0,0,4
2012,20055,WPG,0,1,0,0,0,1
2012,20056,FLA,1,0,1,0,1,3
2012,20056,TBL,0,0,2,0,0,2
2012,20057,NSH,2,0,0,0,0,2
2012,20057,NJD,0,0,2,0,1,3
2012,20058,DET,0,1,1,1,0,3
2012,20058,MIN,1,1,0,0,0,2
2012,20059,CBJ,1,1,0,0,0,2
2012,20059,DAL,1,1,2,0,0,4
2012,20060,BOS,0,1,1,0,1,3
2012,20060,CHI,1,1,0,0,0,2
2012,20061,EDM,2,1,0,0,0,3
2012,20061,VAN,1,2,1,0,0,4
2012,20062,SJS,1,1,0,0,0,2
2012,20062,STL,1,0,3,0,0,4
2012,20063,ANA,1,0,3,0,0,4
2012,20063,STL,0,1,1,0,0,2
2012,20064,COL,0,2,0,1,0,3
2012,20064,TOR,0,1,1,0,0,2
2012,20065,FLA,2,2,3,0,0,7
2012,20065,TBL,2,1,1,0,0,4
2012,20066,PIT,0,1,0,0,0,1
2012,20066,WPG,2,0,0,0,0,2
2012,20067,EDM,0,0,3,0,0,3
2012,20067,NSH,0,1,0,0,0,1
2012,20068,ANA,2,0,1,0,0,3
2012,20068,SJS,0,1,1,0,0,2
2012,20069,BOS,0,0,1,0,0,1
2012,20069,CAR,1,1,2,0,0,4
2012,20070,FLA,0,0,0,0,0,0
2012,20070,WSH,1,0,2,0,0,3
2012,20071,CBJ,0,0,2,0,0,2
2012,20071,DAL,0,1,2,0,0,3
2012,20072,BUF,0,2,1,0,0,3
2012,20072,MTL,0,1,0,0,0,1
2012,20073,OTT,0,1,1,0,0,2
2012,20073,PHI,4,0,3,0,0,7
2012,20074,MIN,0,1,1,0,0,2
2012,20074,PIT,0,2,2,0,0,4
2012,20075,CGY,0,0,2,0,0,2
2012,20075,EDM,1,0,0,0,0,1
2012,20076,NYR,0,0,4,0,0,4
2012,20076,VAN,0,0,0,0,0,0
2012,20077,CHI,1,2,2,0,0,5
2012,20077,PHX,0,2,0,0,0,2
2012,20078,LAK,1,2,2,0,0,5
2012,20078,STL,0,0,0,0,0,0
2012,20079,TOR,1,0,2,0,1,4
2012,20079,WPG,1,2,0,0,0,3
2012,20080,BOS,3,0,3,0,0,6
2012,20080,TOR,1,0,1,0,0,2
2012,20081,PHI,1,0,1,0,0,2
2012,20081,WSH,2,0,3,0,0,5
2012,20082,MTL,0,0,1,0,0,1
2012,20082,PIT,1,1,1,0,0,3
2012,20083,OTT,0,2,2,0,0,4
2012,20083,WPG,1,0,0,0,0,1
2012,20084,NYI,0,0,1,0,0,1
2012,20084,TBL,1,1,2,0,0,4
2012,20085,BUF,0,2,1,0,0,3
2012,20085,FLA,0,0,0,0,0,0
2012,20086,CHI,1,0,2,0,0,3
2012,20086,COL,0,1,0,0,0,1
2012,20087,CGY,2,0,0,0,0,2
2012,20087,NYR,2,0,0,1,0,3
2012,20088,EDM,1,0,0,0,0,1
2012,20088,MIN,0,0,1,0,1,2
2012,20089,NSH,1,0,0,0,0,1
2012,20089,VAN,4,0,1,0,0,5
2012,20090,LAK,0,2,0,0,0,2
2012,20090,PHX,0,0,0,0,0,0
2012,20091,NJD,1,1,1,0,0,3
2012,20091,SJS,0,2,1,0,1,4
2012,20092,CBJ,1,0,1,0,0,2
2012,20092,DET,2,1,2,0,0,5
2012,20093,CAR,1,1,0,0,0,2
2012,20093,STL,0,2,0,1,0,3
2012,20094,ANA,0,1,0,0,0,1
2012,20094,DAL,2,0,1,0,0,3
2012,20095,CGY,0,0,0,0,0,0
2012,20095,NSH,0,1,1,0,0,2
2012,20096,MIN,1,1,0,0,0,2
2012,20096,VAN,0,1,1,1,0,3
2012,20097,BOS,0,0,2,0,0,2
2012,20097,SJS,1,1,2,0,0,4
2012,20098,MTL,1,1,2,0,0,4
2012,20098,TOR,1,2,1,1,0,5
2012,20099,CBJ,1,1,1,0,0,3
2012,20099,OTT,1,1,2,0,0,4
2012,20100,PHI,0,1,1,0,0,2
2012,20100,STL,2,1,1,0,0,4
2012,20101,NJD,0,0,1,0,0,1
2012,20101,PIT,1,0,3,0,0,4
2012,20102,DET,0,1,0,0,0,1
2012,20102,WSH,2,2,3,0,0,7
2012,20103,CAR,2,0,1,0,0,3
2012,20103,WPG,2,3,0,0,0,5
2012,20104,BUF,0,0,0,0,0,0
2012,20104,TBL,0,1,2,0,0,3
2012,20105,FLA,1,1,2,0,0,4
2012,20105,NYI,1,1,0,0,0,2
2012,20106,CHI,0,2,2,0,0,4
2012,20106,COL,1,2,1,0,1,5
2012,20107,EDM,0,1,1,0,0,2
2012,20107,NYR,0,0,0,0,0,0
2012,20108,DAL,0,0,0,0,0,0
2012,20108,LAK,0,0,1,0,0,1
2012,20109,ANA,2,1,1,0,0,4
2012,20109,PHX,2,3,0,0,0,5
2012,20110,PHI,1,1,2,0,0,4
2012,20110,TOR,1,0,1,0,0,2
2012,20111,FLA,1,0,1,0,0,2
2012,20111,MTL,1,0,0,0,0,1
2012,20112,NYR,0,1,1,0,0,2
2012,20112,WPG,0,1,0,0,0,1
2012,20113,BUF,2,0,1,0,0,3
2012,20113,TBL,2,1,1,0,0,4
2012,20114,NYI,0,0,0,0,0,0
2012,20114,PIT,1,1,1,0,0,3
2012,20115,CAR,0,0,2,0,0,2
2012,20115,OTT,0,2,0,0,1,3
2012,20116,CBJ,2,1,1,0,0,4
2012,20116,DET,1,0,0,0,0,1
2012,20117,NSH,0,0,1,0,0,1
2012,20117,SJS,1,0,2,0,0,3
2012,20118,ANA,0,2,0,0,0,2
2012,20118,CHI,0,1,1,0,1,3
2012,20119,EDM,0,3,0,0,0,3
2012,20119,VAN,0,1,1,0,0,2
2012,20120,DAL,1,0,1,0,1,3
2012,20120,PHX,1,0,1,0,0,2
2012,20121,LAK,0,0,0,0,0,0
2012,20121,NJD,0,3,0,0,0,3
2012,20122,MTL,1,2,2,0,0,5
2012,20122,PHI,1,0,0,0,0,1
2012,20123,CGY,1,2,1,0,0,4
2012,20123,COL,1,0,1,0,0,2
2012,20124,STL,0,1,2,0,0,3
2012,20124,VAN,0,0,0,0,0,0
2012,20125,BOS,1,0,0,0,0,1
2012,20125,MTL,0,1,1,0,0,2
2012,20126,BUF,1,1,2,0,0,4
2012,20126,CBJ,0,1,1,0,0,2
2012,20127,NYR,1,0,1,0,0,2
2012,20127,TOR,0,1,3,0,0,4
2012,20128,PHI,1,3,4,0,0,8
2012,20128,WPG,3,3,3,0,0,9
2012,20129,NYI,1,0,1,0,0,2
2012,20129,PIT,0,0,2,0,1,3
2012,20130,FLA,1,1,1,0,0,3
2012,20130,OTT,0,2,2,0,0,4
2012,20131,NSH,2,3,0,0,0,5
2012,20131,TBL,2,0,1,0,0,3
2012,20132,ANA,1,1,1,0,0,3
2012,20132,MIN,0,1,1,0,0,2
2012,20133,DAL,1,0,2,0,0,3
2012,20133,LAK,0,3,2,0,0,5
2012,20134,EDM,1,1,0,0,0,2
2012,20134,WSH,1,0,0,0,0,1
2012,20135,NJD,1,1,1,0,0,3
2012,20135,PHX,1,2,2,0,0,5
2012,20136,CAR,1,0,2,0,0,3
2012,20136,CHI,0,0,0,0,0,0
2012,20137,DET,1,1,0,0,0,2
2012,20137,SJS,0,3,1,0,0,4
2012,20138,COL,0,0,1,0,0,1
2012,20138,EDM,0,2,1,0,0,3
2012,20139,CGY,0,1,2,0,0,3
2012,20139,STL,0,0,1,0,0,1
2012,20140,NYR,0,2,2,0,0,4
2012,20140,OTT,1,0,3,0,1,5
2012,20141,BUF,0,1,1,0,0,2
2012,20141,FLA,0,1,2,0,0,3
2012,20142,PIT,0,2,1,0,0,3
2012,20142,TOR,1,1,2,0,0,4
2012,20143,BOS,0,1,1,0,0,2
2012,20143,MTL,2,1,1,0,0,4
2012,20144,NYI,0,2,0,0,0,2
2012,20144,SJS,1,1,0,1,0,3
2012,20145,CAR,0,1,0,0,0,1
2012,20145,PHI,1,0,4,0,0,5
2012,20146,TBL,0,1,0,0,0,1
2012,20146,WPG,0,0,0,0,0,0
2012,20147,ANA,0,0,0,0,0,0
2012,20147,NSH,2,0,1,0,0,3
2012,20148,DET,0,0,0,0,0,0
2012,20148,MIN,1,0,0,0,0,1
2012,20149,DAL,1,0,2,0,0,3
2012,20149,NJD,0,1,0,0,0,1
2012,20150,CHI,2,0,3,0,0,5
2012,20150,CBJ,1,1,0,0,0,2
2012,20151,LAK,0,1,1,0,0,2
2012,20151,PHX,0,2,0,1,0,3
2012,20152,VAN,3,1,3,0,0,7
2012,20152,WSH,1,3,0,0,0,4
2012,20153,ANA,1,0,0,0,0,1
2012,20153,CBJ,1,2,0,0,0,3
2012,20154,OTT,1,1,1,0,0,3
2012,20154,TOR,1,0,1,0,0,2
2012,20155,COL,1,1,1,0,0,3
2012,20155,LAK,1,1,0,0,0,2
2012,20156,EDM,1,3,0,0,0,4
2012,20156,STL,0,1,1,0,0,2
2012,20157,NYR,2,3,0,0,0,5
2012,20157,SJS,1,1,0,0,0,2
2012,20158,FLA,1,0,2,0,0,3
2012,20158,WPG,2,0,1,0,1,4
2012,20159,CHI,1,1,2,1,0,5
2012,20159,NSH,1,2,1,0,0,4
2012,20160,BOS,1,2,2,0,0,5
2012,20160,OTT,2,0,1,0,0,3
2012,20161,ANA,2,1,1,0,0,4
2012,20161,WSH,0,2,2,1,0,5
2012,20162,CAR,1,2,1,0,0,4
2012,20162,TBL,1,0,1,0,0,2
2012,20163,DET,1,0,0,0,0,1
2012,20163,MIN,0,0,1,1,0,2
2012,20164,CGY,0,0,1,0,0,1
2012,20164,VAN,3,2,0,0,0,5
2012,20165,BUF,0,1,1,0,0,2
2012,20165,PHI,3,0,0,0,0,3
2012,20166,NJD,1,2,0,0,0,3
2012,20166,TOR,2,3,0,0,0,5
2012,20167,COL,0,1,0,0,0,1
2012,20167,PHX,1,1,2,0,0,4
2012,20168,NYI,0,0,0,0,0,0
2012,20168,WPG,1,0,2,0,0,3
2012,20169,ANA,0,1,0,0,0,1
2012,20169,NYR,1,0,0,0,1,2
2012,20170,NJD,0,2,1,0,1,4
2012,20170,PHI,0,2,1,0,0,3
2012,20171,CBJ,0,1,0,0,0,1
2012,20171,TOR,2,2,0,0,0,4
2012,20172,CHI,1,1,0,0,1,3
2012,20172,FLA,0,1,1,0,0,2
2012,20173,CGY,1,1,2,0,0,4
2012,20173,DET,0,1,0,0,0,1
2012,20174,MIN,0,3,2,0,0,5
2012,20174,VAN,1,0,0,0,0,1
2012,20175,NSH,0,2,1,0,0,3
2012,20175,PHX,0,0,0,0,0,0
2012,20176,EDM,0,2,1,0,0,3
2012,20176,LAK,0,0,0,0,0,0
2012,20177,PIT,2,1,0,0,0,3
2012,20177,SJS,0,1,2,0,1,4
2012,20178,CAR,1,0,0,0,0,1
2012,20178,WSH,0,2,3,0,0,5
2012,20179,BUF,1,0,1,0,0,2
2012,20179,CGY,0,0,1,0,0,1
2012,20180,MTL,0,2,0,0,0,2
2012,20180,OTT,0,0,1,0,0,1
2012,20181,CHI,0,4,0,0,0,4
2012,20181,TBL,0,4,0,1,0,5
2012,20182,STL,1,1,1,0,0,3
2012,20182,VAN,1,0,1,0,0,2
2012,20183,COL,2,2,2,0,0,6
2012,20183,DAL,0,4,2,1,0,7
2012,20184,BOS,1,4,2,0,0,7
2012,20184,TOR,0,0,0,0,0,0
2012,20185,BUF,0,2,0,0,1,3
2012,20185,OTT,1,1,0,0,0,2
2012,20186,NJD,0,2,0,1,0,3
2012,20186,WPG,0,0,2,0,0,2
2012,20187,NYI,0,2,3,0,0,5
2012,20187,WSH,2,0,1,0,0,3
2012,20188,MTL,0,2,1,0,0,3
2012,20188,NYR,3,1,1,0,0,5
2012,20189,CBJ,0,0,2,0,0,2
2012,20189,PHI,5,3,1,0,0,9
2012,20190,ANA,0,0,0,0,0,0
2012,20190,DET,1,2,2,0,0,5
2012,20191,MIN,0,2,0,0,0,2
2012,20191,STL,0,0,1,0,0,1
2012,20192,EDM,0,0,2,0,0,2
2012,20192,PHX,0,2,2,0,0,4
2012,20193,LAK,0,1,1,0,0,2
2012,20193,PIT,1,0,1,0,1,3
2012,20194,NSH,0,1,2,1,0,4
2012,20194,SJS,0,2,1,0,0,3
2012,20195,CAR,1,0,1,0,0,2
2012,20195,DAL,3,2,0,0,0,5
2012,20196,FLA,3,0,0,0,0,3
2012,20196,TBL,0,2,1,0,1,4
2012,20197,NYR,0,1,2,0,0,3
2012,20197,WPG,0,0,0,0,0,0
2012,20198,CHI,1,1,0,0,0,2
2012,20198,VAN,1,4,1,0,0,6
2012,20199,CGY,1,1,0,0,0,2
2012,20199,COL,1,0,0,0,0,1
2012,20200,BOS,3,0,3,0,0,6
2012,20200,NYI,2,0,0,0,0,2
2012,20201,LAK,0,1,1,0,0,2
2012,20201,SJS,0,3,1,0,0,4
2012,20202,BUF,3,1,1,1,0,6
2012,20202,WPG,3,1,1,0,0,5
2012,20203,FLA,1,2,2,0,0,5
2012,20203,TOR,0,0,1,0,0,1
2012,20204,CAR,1,0,1,0,0,2
2012,20204,NJD,0,1,2,0,0,3
2012,20205,DAL,2,0,3,0,0,5
2012,20205,WSH,1,1,0,0,0,2
2012,20206,EDM,0,1,2,0,0,3
2012,20206,MTL,0,0,1,0,0,1
2012,20207,COL,0,1,1,0,0,2
2012,20207,DET,1,2,2,0,0,5
2012,20208,CHI,0,0,0,0,0,0
2012,20208,STL,1,1,1,0,0,3
2012,20209,CGY,0,0,0,0,0,0
2012,20209,MIN,1,1,1,0,0,3
2012,20210,LAK,2,2,0,0,0,4
2012,20210,NSH,2,0,1,0,0,3
2012,20211,NYR,0,2,1,0,0,3
2012,20211,OTT,0,1,1,0,0,2
2012,20212,PHI,0,1,0,0,0,1
2012,20212,TBL,0,0,1,1,0,2
2012,20213,ANA,1,1,0,0,0,2
2012,20213,NSH,2,1,1,0,0,4
2012,20214,BOS,2,2,2,0,0,6
2012,20214,EDM,2,0,1,0,0,3
2012,20215,CHI,2,3,1,0,0,6
2012,20215,CBJ,1,0,2,0,0,3
2012,20216,STL,0,1,1,0,0,2
2012,20216,TOR,2,0,0,0,1,3
2012,20217,FLA,2,2,1,0,0,5
2012,20217,WPG,0,0,2,0,0,2
2012,20218,COL,0,1,2,1,0,4
2012,20218,NYI,1,2,0,0,0,3
2012,20219,MTL,0,2,0,1,0,3
2012,20219,PHX,1,0,1,0,0,2
2012,20220,LAK,0,1,1,0,0,2
2012,20220,VAN,3,0,0,0,0,3
2012,20221,MIN,0,0,1,0,0,1
2012,20221,SJS,0,3,0,0,0,3
2012,20222,NJD,1,0,0,0,0,1
2012,20222,WSH,0,1,2,0,0,3
2012,20223,CAR,0,1,0,0,0,1
2012,20223,NYR,1,0,4,0,0,5
2012,20224,DAL,1,0,0,0,0,1
2012,20224,PIT,0,1,2,0,0,3
2012,20225,BUF,3,0,2,0,0,5
2012,20225,OTT,1,0,0,0,0,1
2012,20226,DET,1,1,1,0,0,3
2012,20226,EDM,0,0,0,0,0,0
2012,20227,CGY,0,0,1,0,0,1
2012,20227,CHI,1,1,2,0,0,4
2012,20228,ANA,0,4,0,0,0,4
2012,20228,VAN,0,0,3,0,0,3
2012,20229,BOS,0,3,3,0,0,6
2012,20229,BUF,1,0,1,0,0,2
2012,20230,OTT,0,2,3,0,0,5
2012,20230,TOR,1,0,1,0,0,2
2012,20231,NJD,0,2,0,0,1,3
2012,20231,WSH,2,0,0,0,0,2
2012,20232,CAR,1,2,2,0,0,5
2012,20232,PIT,0,0,3,0,0,3
2012,20233,DAL,1,1,0,0,0,2
2012,20233,DET,1,1,3,0,0,5
2012,20234,CBJ,1,0,1,0,0,2
2012,20234,WPG,0,0,1,0,0,1
2012,20235,MTL,1,0,0,1,0,2
2012,20235,NSH,0,1,0,0,0,1
2012,20236,STL,1,1,1,0,0,3
2012,20236,TBL,0,0,0,0,0,0
2012,20237,CGY,3,1,0,0,0,4
2012,20237,COL,0,1,2,0,0,3
2012,20238,LAK,1,4,0,0,0,5
2012,20238,MIN,0,0,2,0,0,2
2012,20239,PHX,2,0,1,0,0,3
2012,20239,SJS,0,0,0,0,0,0
2012,20240,FLA,0,1,1,0,0,2
2012,20240,PHI,1,1,1,0,0,3
2012,20241,CHI,3,2,1,0,0,6
2012,20241,EDM,1,2,0,0,0,3
2012,20242,ANA,0,1,1,0,0,2
2012,20242,MIN,3,0,0,0,0,3
2012,20243,NYI,0,1,0,0,0,1
2012,20243,VAN,1,1,2,0,0,4
2012,20244,CAR,1,1,1,0,0,3
2012,20244,PHI,2,2,1,0,0,5
2012,20245,BUF,0,0,2,0,1,3
2012,20245,MTL,0,2,0,0,0,2
2012,20246,TBL,0,1,1,0,0,2
2012,20246,WPG,2,2,1,0,0,5
2012,20247,BOS,0,1,3,0,0,4
2012,20247,NJD,0,1,2,0,0,3
2012,20248,PHX,2,0,0,0,1,3
2012,20248,TOR,0,0,2,0,0,2
2012,20249,NYI,1,0,1,0,0,2
2012,20249,NYR,1,1,2,0,0,4
2012,20250,COL,3,0,0,0,0,3
2012,20250,PIT,1,1,4,0,0,6
2012,20251,CBJ,2,0,0,0,0,2
2012,20251,MIN,0,2,2,0,0,4
2012,20252,DET,1,0,0,0,0,1
2012,20252,STL,1,1,0,0,0,2
2012,20253,NSH,0,0,3,0,0,3
2012,20253,WSH,0,0,1,0,0,1
2012,20254,DAL,0,0,0,0,0,0
2012,20254,FLA,2,2,2,0,0,6
2012,20255,CGY,0,1,0,0,0,1
2012,20255,OTT,0,1,2,0,0,3
2012,20256,CAR,0,0,0,0,0,0
2012,20256,MTL,2,2,0,0,0,4
2012,20257,BUF,1,0,2,0,0,3
2012,20257,NJD,2,1,2,0,0,5
2012,20258,CHI,0,2,3,0,0,5
2012,20258,VAN,0,1,0,0,0,1
2012,20259,CAR,0,0,0,0,0,0
2012,20259,TBL,0,0,0,0,0,0
2012,20260,BOS,0,1,0,0,1,2
2012,20260,CBJ,0,1,0,0,0,1
2012,20261,MTL,0,2,1,0,0,3
2012,20261,NYI,0,4,0,0,0,4
2012,20262,PHI,0,1,1,0,0,2
2012,20262,PHX,0,0,1,0,0,1
2012,20263,PIT,0,0,1,0,0,1
2012,20263,TBL,1,1,2,0,0,4
2012,20264,FLA,1,0,0,0,0,1
2012,20264,STL,1,1,2,0,0,4
2012,20265,NSH,1,1,2,0,0,4
2012,20265,TOR,0,1,0,0,0,1
2012,20266,COL,0,0,0,0,0,0
2012,20266,MIN,0,0,1,0,0,1
2012,20267,WSH,1,0,0,0,0,1
2012,20267,WPG,1,3,0,0,0,4
2012,20268,EDM,0,1,1,0,0,2
2012,20268,OTT,3,1,1,0,0,5
2012,20269,ANA,0,1,2,0,0,3
2012,20269,LAK,0,2,3,0,0,5
2012,20270,DET,1,0,1,0,0,2
2012,20270,SJS,1,3,1,0,0,5
2012,20271,BUF,1,0,0,0,0,1
2012,20271,CAR,0,0,0,0,0,0
2012,20272,COL,1,0,2,0,0,3
2012,20272,DAL,0,0,0,0,0,0
2012,20273,CGY,1,3,1,0,0,5
2012,20273,CHI,1,1,0,0,0,2
2012,20274,PHI,1,1,2,0,0,4
2012,20274,WPG,3,2,1,0,0,6
2012,20275,DET,1,2,1,0,0,4
2012,20275,LAK,1,0,0,0,0,1
2012,20276,BUF,1,1,0,0,0,2
2012,20276,PHX,1,2,1,0,0,4
2012,20277,TOR,2,4,1,0,0,7
2012,20277,WSH,1,0,0,0,0,1
2012,20278,MTL,1,1,2,0,0,4
2012,20278,NYR,0,0,0,0,0,0
2012,20279,BOS,3,0,3,0,0,6
2012,20279,NYI,0,0,0,0,0,0
2012,20280,NJD,0,3,1,0,0,4
2012,20280,TBL,0,0,2,0,0,2
2012,20281,FLA,1,1,1,0,0,3
2012,20281,PIT,1,1,0,0,0,2
2012,20282,CBJ,0,2,1,1,0,4
2012,20282,NSH,1,1,1,0,0,3
2012,20283,MIN,0,1,1,0,1,3
2012,20283,STL,1,0,1,0,0,2
2012,20284,DAL,0,0,1,0,0,1
2012,20284,SJS,1,2,1,0,0,4
2012,20285,CHI,1,1,0,0,0,2
2012,20285,EDM,5,3,1,0,0,9
2012,20286,CAR,1,1,1,0,0,3
2012,20286,TOR,0,0,2,0,0,2
2012,20287,COL,1,0,0,0,0,1
2012,20287,SJS,1,2,1,0,0,4
2012,20288,ANA,0,2,0,0,0,2
2012,20288,DET,1,2,1,0,0,4
2012,20289,OTT,0,0,1,0,0,1
2012,20289,VAN,0,1,0,1,0,2
2012,20290,CAR,2,2,0,0,0,4
2012,20290,PHI,0,2,0,0,0,2
2012,20291,NYI,0,0,0,0,0,0
2012,20291,PIT,2,2,1,0,0,5
2012,20292,PHX,1,1,1,0,0,3
2012,20292,WSH,0,2,2,0,0,4
2012,20293,CGY,0,1,0,0,0,1
2012,20293,CBJ,2,1,1,0,0,4
2012,20294,BOS,1,0,0,0,0,1
2012,20294,MTL,0,0,0,0,0,0
2012,20295,FLA,0,2,2,0,0,4
2012,20295,NJD,3,0,0,0,0,3
2012,20296,DAL,1,2,1,0,0,4
2012,20296,EDM,0,1,0,0,0,1
2012,20297,TBL,1,0,0,0,0,1
2012,20297,TOR,3,1,3,0,0,7
2012,20298,LAK,0,1,2,0,0,3
2012,20298,STL,1,0,1,0,0,2
2012,20299,EDM,3,0,3,0,0,6
2012,20299,NSH,0,0,2,0,0,2
2012,20300,BOS,0,2,1,0,1,4
2012,20300,BUF,2,1,0,0,0,3
2012,20301,CBJ,0,0,1,0,0,1
2012,20301,NJD,0,1,0,0,1,2
2012,20302,NYI,3,0,0,0,0,3
2012,20302,PHI,1,1,1,1,0,4
2012,20303,PIT,0,0,2,0,0,2
2012,20303,STL,1,0,1,1,0,3
2012,20304,WSH,2,1,0,1,0,4
2012,20304,WPG,2,0,1,0,0,3
2012,20305,CAR,2,0,1,0,0,3
2012,20305,MTL,0,1,2,0,1,4
2012,20306,CGY,0,2,1,0,0,3
2012,20306,DET,1,1,3,0,0,5
2012,20307,FLA,1,1,0,0,0,2
2012,20307,NYR,0,1,0,0,0,1
2012,20308,MIN,0,0,3,0,0,3
2012,20308,NSH,1,0,1,0,0,2
2012,20309,DAL,0,0,2,1,0,3
2012,20309,LAK,0,2,0,0,0,2
2012,20310,COL,0,0,0,0,0,0
2012,20310,VAN,1,1,1,0,0,3
2012,20311,ANA,1,0,1,0,0,2
2012,20311,PHX,2,1,1,0,0,4
2012,20312,CHI,0,0,0,0,0,0
2012,20312,SJS,0,1,0,0,0,1
2012,20313,BOS,0,1,1,0,0,2
2012,20313,DET,1,1,0,0,1,3
2012,20314,NJD,0,1,0,0,0,1
2012,20314,NYI,0,0,0,0,0,0
2012,20315,MTL,1,0,0,0,0,1
2012,20315,PHI,0,3,0,0,0,3
2012,20316,EDM,2,1,2,0,0,5
2012,20316,MIN,1,1,0,0,0,2
2012,20317,NYR,0,4,2,0,0,6
2012,20317,WSH,0,2,1,0,0,3
2012,20318,ANA,3,1,1,0,0,5
2012,20318,CHI,2,0,4,0,0,6
2012,20319,OTT,1,1,1,0,0,3
2012,20319,PIT,4,1,1,0,0,6
2012,20320,CAR,0,1,0,0,0,1
2012,20320,WPG,1,1,1,0,0,3
2012,20321,BUF,0,1,0,0,0,1
2012,20321,CBJ,2,3,0,0,0,5
2012,20322,FLA,0,1,0,0,0,1
2012,20322,TBL,0,0,1,1,0,2
2012,20323,CGY,0,0,0,0,0,0
2012,20323,STL,1,0,1,0,0,2
2012,20324,DAL,1,1,1,0,0,3
2012,20324,TOR,2,0,1,0,1,4
2012,20325,PHX,0,0,0,0,0,0
2012,20325,VAN,0,3,2,0,0,5
2012,20326,NJD,0,1,1,0,0,2
2012,20326,NYI,1,1,1,0,0,3
2012,20327,NYR,0,1,1,0,0,2
2012,20327,PHI,0,0,0,0,0,0
2012,20328,COL,1,0,4,0,0,5
2012,20328,EDM,1,1,0,0,0,2
2012,20329,BOS,1,2,1,0,0,4
2012,20329,WPG,2,0,0,0,0,2
2012,20330,BUF,2,1,2,0,0,5
2012,20330,WSH,0,1,0,0,0,1
2012,20331,MTL,2,1,0,0,0,3
2012,20331,PIT,1,1,1,1,0,4
2012,20332,FLA,0,0,1,0,0,1
2012,20332,TBL,1,3,1,0,0,5
2012,20333,DET,1,2,1,0,0,4
2012,20333,NSH,0,0,1,0,0,1
2012,20334,DAL,0,0,0,0,0,0
2012,20334,PHX,1,1,1,0,0,3
2012,20335,SJS,1,0,1,0,0,2
2012,20335,VAN,1,2,0,0,0,3
2012,20336,CHI,1,1,0,0,0,2
2012,20336,LAK,0,1,0,0,0,1
2012,20337,CAR,1,0,2,0,0,3
2012,20337,OTT,2,1,1,0,0,4
2012,20338,CBJ,0,1,0,0,0,1
2012,20338,STL,0,1,1,0,0,2
2012,20339,CGY,3,0,2,0,0,5
2012,20339,MIN,2,0,0,0,0,2
2012,20340,ANA,1,0,1,0,0,2
2012,20340,TOR,2,1,2,0,0,5
2012,20341,MIN,0,2,1,0,0,3
2012,20341,TBL,0,1,0,0,0,1
2012,20342,COL,0,0,1,0,0,1
2012,20342,DAL,1,0,2,0,0,3
2012,20343,EDM,1,0,0,0,0,1
2012,20343,NSH,0,1,1,0,0,2
2012,20344,LAK,1,1,0,0,0,2
2012,20344,SJS,0,0,0,0,0,0
2012,20345,BUF,0,0,1,0,0,1
2012,20345,NYI,1,0,1,0,0,2
2012,20346,NYR,0,4,0,0,0,4
2012,20346,PIT,1,1,1,0,0,3
2012,20347,STL,1,1,0,0,0,2
2012,20347,WSH,1,0,0,0,0,1
2012,20348,CAR,0,1,0,0,0,1
2012,20348,FLA,0,1,2,0,0,3
2012,20349,OTT,1,2,3,0,0,6
2012,20349,WPG,0,2,2,0,0,4
2012,20350,CHI,0,0,1,0,0,1
2012,20350,PHX,1,1,2,0,0,4
2012,20351,CGY,1,0,0,0,0,1
2012,20351,NSH,0,0,0,0,0,0
2012,20352,CBJ,0,0,1,0,0,1
2012,20352,VAN,2,0,2,0,0,4
2012,20353,BOS,1,2,3,0,0,6
2012,20353,TOR,1,1,1,0,0,3
2012,20354,DET,2,0,2,0,0,4
2012,20354,TBL,0,2,0,0,0,2
2012,20355,COL,3,0,3,0,0,6
2012,20355,NJD,0,1,0,0,0,1
2012,20356,EDM,1,1,0,0,0,2
2012,20356,MIN,0,2,0,0,1,3
2012,20357,ANA,1,1,2,0,0,4
2012,20357,MTL,1,0,0,0,0,1
2012,20358,PIT,1,0,1,0,0,2
2012,20358,WSH,0,1,0,0,0,1
2012,20359,CAR,2,1,0,0,0,3
2012,20359,NYR,1,3,1,0,0,5
2012,20360,PHX,0,0,0,0,0,0
2012,20360,WPG,1,0,0,0,0,1
2012,20361,DAL,1,0,2,0,0,3
2012,20361,OTT,1,0,1,0,0,2
2012,20362,CGY,1,1,1,0,0,3
2012,20362,CBJ,1,0,2,0,1,4
2012,20363,NSH,3,2,1,0,0,6
2012,20363,VAN,1,4,0,0,0,5
2012,20364,FLA,0,1,0,0,0,1
2012,20364,LAK,1,1,0,0,0,2
2012,20365,MTL,1,1,1,0,0,3
2012,20365,SJS,1,1,1,0,1,4
2012,20366,BUF,0,0,1,0,0,1
2012,20366,DET,3,0,1,0,0,4
2012,20367,MIN,3,0,1,0,0,4
